# docs/ir-op-inventory.tsv — GENERATED, do not edit.
# regenerate:  tools/ir-inventory.pl
# one row per name exported by the :pcl runtime package (the IR's
# whole vocabulary).  Contract columns are UNCLASSIFIED until the op's
# docstring carries a `Contract:` tail (grammar: docs/ir-spec.md §10).
name	kind	family	lambda_list	ctx	coerce	magic	dies	dynamic	phase	host	flags	summary
p-eval	function	exception	(string &optional lex-alist features)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl eval(STRING): transpile and evaluate a Perl string at runtime. LEX-ALIST carries the caller's in-scope lexicals (name . container) so the eval body can cap
p-eval-always	macro	phase	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-eval-block	macro	exception	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl eval { } - execute body catching errors. Sets $@ to error/exception on failure, empty string on success. Returns result of body on success, nil on failure.
p-eval-lex-lookup	function	exception	(name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Resolve a free variable NAME (e.g. "$captured") referenced inside a string eval to the container the eval body should bind it to: - the caller's in-scope lexica
p-eval-thunk	function	exception	(free-names fn &optional region-pkg)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Apply FN (the lambda wrapping a string-eval body) to the containers for its free variables FREE-NAMES, looked up via p-eval-lex-lookup. The lambda's parameters 
p-evalbytes	function	exception	(s)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl evalbytes - evaluate byte string as Perl code. PCL: delegates to eval.
p-exception	class	exception		UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-exception-object	generic-function	exception	(condition)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-exec	function	process	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl exec LIST - replace the current process image with a new program. PCL runs the program with inherited stdio (so file descriptors set up before exec, e.g. a
p-exists	function	elements	(hash key)	insensitive	str	none	yes	no	no	none		Perl exists function — 1 or the DEFINED empty string, never undef (#1173). perl's `exists` is a boolean-valued builtin, and a false answer from a builtin is `""
p-exists-array	function	elements	(arr idx)	insensitive	num	none	yes	no	no	none		Perl exists function for arrays. Returns true only if the element is within bounds AND the slot is not a HOLE. The hole marker is NIL — `delete $a[i]` and %p-ex
p-exit	function	process	(&optional code)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl exit - terminate program with exit code. exit during the COMPILE phase (inside BEGIN/UNITCHECK/CHECK) still runs the remaining UNITCHECK/CHECK blocks befor
p-exp	function	math	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl exp - e^x
p-fc	function	string	(str)	insensitive	str	none	no	no	no	none		Perl fc - fold case for case-insensitive comparison. Uses string-downcase as approximation (full Unicode folding would need ICU).
p-fcntl	macro	io	(fh func arg)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl fcntl — bareword filehandle is auto-quoted, like fileno's.
p-fileno	macro	io	(fh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl fileno — bareword filehandle is auto-quoted.
p-find-overload	function	overload	(val op-str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Return the use overload handler for VAL's class and OP-STR, or NIL. Checks the class directly, then walks @ISA for inherited overloads.
p-flatten	function	aggregate-builtin	(arr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Mark an array for flattening in push/unshift. Called at code-gen time for @array arguments.
p-flatten-args	function	aggregate-builtin	(args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Build @_ from %_args, spreading raw (non-string, non-boxed) vectors and hash-tables. This implements Perl's argument flattening: foo(@arr) and foo(%hash) spread
p-flipflop	macro	range	(id left-form right-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl .. flip-flop in scalar context (boolean operands). id: compile-time integer literal, unique per .. usage in source. left-form/right-form: lazily evaluated 
p-flipflop-3	macro	range	(id left-form right-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl ... flip-flop in scalar context (boolean operands, no immediate right-check).
p-flipflop-dyn	macro	range	(id left-form right-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Flip-flop for non-regex, non-integer operands: compare them numerically with $. Generates 'isn't numeric' warnings when operands are non-numeric strings.
p-flipflop-dyn-3	macro	range	(id left-form right-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Three-dot variant of p-flipflop-dyn (no immediate right-check on first fire).
p-flipflop-num	macro	range	(id left-num right-num)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl .. numeric flip-flop in scalar context. Compares current $. (line number) against integer literal operands.
p-flipflop-num-3	macro	range	(id left-num right-num)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl ... numeric flip-flop (no immediate right-check on first fire).
p-for	macro	control-flow	((&optional init) (test) (&optional step) &rest body-and-keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl C-style for loop with optional :label. Uses tagbody/go instead of loop — see p-while for rationale.
p-foreach	macro	control-flow	((var list) &rest body-and-keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl foreach loop with optional :label, :my and :continue. Uses tagbody/go instead of loop -- see p-while for rationale. A package-global loop var is localized 
p-foreach-range	macro	control-flow	((var from to) &rest body-and-keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl foreach over a SINGLE range (`for $v (A..B)`) — perl's own counting-loop optimization: numeric ranges iterate a counter and never materialize the range vec
p-foreach-range-raw	macro	control-flow	((var from to) &rest body-and-keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		p-foreach-range with a RAW loop-var binding (no per-iteration box). Emitted only when the compiler proves the body never captures/aliases the var: for a NAMED v
p-foreach-raw	macro	control-flow	((var list) &rest body-and-keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		p-foreach for a loop variable the compiler PROVED read-only (task #862 ARM A; VarAnnotator's `foreach_ro`, Kind-A gate `foreach-raw`). Identical to p-foreach ex
p-fork	function	process	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl fork - duplicate the current process via fork(2) (sb-posix:fork). Returns the child PID in the parent, 0 in the child, undef on failure. Both processes con
p-funcall-ref	function	call	(ref &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Call a code reference or a symbolic sub name (no-strict-refs semantics).
p-get-class	function	oo	(obj)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Get the class name of a blessed object or class string
p-get-coderef	function	reference	(name-val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Get a CL function from a Perl function name string or existing coderef. Handles 'Pkg::name' format, converting to CL naming convention (PL- prefix). Returns NIL
p-getc	macro	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getc — bareword filehandle is auto-quoted.
p-getcwd	function	file-ops	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getcwd/cwd - get current working directory.
p-getgrent	function	user-db	(&key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getgrent() — return next group entry from the group database.
p-getgrgid	function	user-db	(gid &key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getgrgid(GID) — look up group entry by numeric GID.
p-getgrnam	function	user-db	(name &key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getgrnam(NAME) — look up group entry by name.
p-gethash	function	elements	(hash key)	insensitive	str	none	yes	no	no	none	setf	Perl hash access. Special handling for %ENV and %INC. Returns the VALUE (unboxed if element is a box). When hash unboxes to a string, treats as symbolic referen
p-gethash-argbox	function	elements	(hash key)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Hash element in USER-SUB ARGUMENT position (perl's @_ aliasing): the LIVE slot box when the key exists, else a lazy defelem alias — reads look the key up live a
p-gethash-box	function	elements	(hash key)	insensitive	str	none	yes	no	no	none		Get the BOX at hash key (for l-value operations like chop, ++). Creates box if needed (autovivification). Returns the box itself.
p-gethash-deref	function	elements	(ref key)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	Perl hash ref access $ref->{key} - unbox the reference first. Returns undef if ref is undef (nil box); write path auto-vivifies via (setf p-gethash-deref). When
p-gethash-deref-box	function	elements	(ref key)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Live BOX at $ref->{key} — for \$ref->{k} refgen and l-value ops, so a reference to a hashref element tracks later writes to that slot (unlike p-gethash-deref, w
p-getlogin	function	user-db	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getlogin — the login name of the controlling terminal's user. perl documents it as unreliable and tells you to prefer getpwuid($<); PCL takes that advice, 
p-getpeername	macro	socket	(fh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getpeername — bareword filehandle is auto-quoted.
p-getpgrp	function	process	(&optional pid)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getpgrp PID - process group of PID (0 or omitted = current process). Returns -1 and sets $! on failure, like perl.
p-getppid	function	process	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getppid - parent process id.
p-getpriority	function	process	(which who)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getpriority WHICH, WHO - nice value via getpriority(2). Returns the priority (may be negative); on failure returns -1 with $! set, like perl.
p-getprotobyname	function	socket	(name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getprotobyname(NAME) — looked up in /etc/protocols by name or alias. perl matches exactly: "TCP" hits tcp's alias, "Tcp" is a miss.
p-getprotobynumber	function	socket	(number)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getprotobynumber(NUM) — the first /etc/protocols line carrying NUM.
p-getpwent	function	user-db	(&key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getpwent() — return next passwd entry from the user database.
p-getpwnam	function	user-db	(name &key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getpwnam(NAME) — look up passwd entry by user name.
p-getpwuid	function	user-db	(uid &key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getpwuid(UID) — look up passwd entry by numeric UID.
p-getsockname	macro	socket	(fh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getsockname — bareword filehandle is auto-quoted.
p-getsockopt	macro	socket	(fh level optname)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl getsockopt — bareword filehandle is auto-quoted.
p-glob	function	file-ops	(&optional pattern)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl glob / <*.txt> - expand file glob pattern. In list context: EVERY call returns all matches (perl: a list-context glob is never stateful; the s440 fix -- `g
p-glob-assign	function	typeglob	(pkg-str name-str rhs)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign RHS to the appropriate slot of typeglob *pkg::name (by name strings).
p-glob-assign-dynamic	function	typeglob	(name-box rhs)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Dynamic typeglob assignment: *{EXPR} = val. EXPR is either a NAME string or a glob REFERENCE; %p-glob-dynamic-target owns that distinction, and assigning straig
p-glob-copy	function	typeglob	(dst-pkg dst-uname src-glob)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		`*DST = *SRC` — REPLACE dst's glob with src's, slot for slot (task #602). Every slot is copied when the source has it and emptied when it does not; the per-slot
p-glob-slot	function	typeglob	(glob slot)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Read *foo{SLOT}.
p-glob-undef	function	typeglob	(pkg uname)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		`undef *foo` — clear EVERY slot of the glob: the same clearing `*A = *B` applies to the slots the source lacks (#602's rule, ONE reading — the %p-glob-clear-* h
p-gmtime	function	time	(&optional time)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl gmtime - convert time to UTC components. Same return format as localtime but in UTC. Warns and returns undef for out-of-range timestamps.
p-goto-computed	macro	control-flow	(expr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl `goto EXPR` — the shape codegen emits when the operand is neither `&NAME` nor a bare label: `goto \&NAME`, `goto $coderef`, `goto $h->{cb}`. All of those a
p-goto-sub	macro	control-flow	(fn)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl goto &func — tail-call the target function with the current @_. Replaces the current frame by throwing :p-return with the result. @_ must be the CL variabl
p-grep	function	aggregate-builtin	(fn &rest items)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl grep - fn receives item as $_ parameter. Accepts (fn @array) or (fn elem1 elem2 ...) or mixed.
p-hash	function	aggregate-builtin	(&rest pairs)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a Perl hash from key-value pairs. Stores values in boxes for l-value semantics. Flattens vectors (e.g. from %arr[...] kv-slice) and hash-tables (e.g. fro
p-hash-=	macro	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign to a hash variable (%hash). Clears and repopulates from value. Returns: list ctx → flattened hash contents; scalar/void → input element count.
p-hash-deref-=	function	assignment	(hash-ref value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign to a dereferenced hash: %$ref = (list). hash-ref is the box containing the hash reference. Gets or auto-vivifies the hash, then clears and repopulates it
p-hash-fill	function	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Clear hash PLACE and repopulate it from VALUE (flattened to k-v pairs; an odd trailing key gets an undef value). Returns the number of input elements (the scala
p-hex	function	string	(str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl hex - convert hex string to number. Accepts: '0xCAFE', '0XCAFE', 'xCAFE', 'XCAFE', 'CAFE', 'ca_fe'
p-high-capture	function	capture-io	(n)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		$N for an N above the pre-declared capture specials (task #851). $1..$20 are defvars — one special per group, which is what makes a capture read a variable read
p-hslice	function	elements	(hash &rest keys)	insensitive	str	none	yes	no	no	none		Perl hash slice @hash{keys} - returns a vector of the hash's own value slots as ALIASES (%p-alias-helem, the #818 sibling of p-aslice). Handles individual keys,
p-if	macro	control-flow	(condition then-form &optional else-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl if/unless and ternary
p-incf	macro	compound-assignment	(place &optional (delta 1))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl += - works on boxed values, hash/array elements, and derefs. Coerce the current value through to-number BEFORE adding: an absent key/slot reads as *p-undef
p-incf-raw	macro	compound-assignment	(var &rest %args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl += - works on boxed values, hash/array elements, and derefs. Coerce the current value through to-number BEFORE adding: an absent key/slot reads as *p-undef
p-index	function	string	(str substr &optional start)	insensitive	str,num	none	no	no	no	none		Perl index - find substring. Negative start position is treated as 0. For empty substring, start is clamped to string length. For non-empty substring, start bey
p-install-data-handle	function	io	(handle text)	insensitive	none	none	no	no	no	none		Register a file's `__DATA__` / `__END__` section as its DATA filehandle, TEXT being the section verbatim. The emitter used to write the pieces of this out — `(s
p-int	function	numeric	(val)	insensitive	num	none	no	no	no	none		Perl int - truncate toward zero. NaN and Inf return unchanged (Perl 5.36+).
p-isa	function	introspection	(invocant class-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl isa() - check if object is-a class. Uses C3 MRO to check inheritance chain. Returns t if invocant is-a class-name, nil otherwise.
p-isweak	function	reference	(ref)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Scalar::Util::isweak / builtin::isweak — always false in PCL.
p-join	function	string	(sep &rest items)	insensitive	str	none	no	no	no	none		Perl join(SEP, LIST) - joins elements with separator. Handles both (join SEP @array) and (join SEP elem1 elem2 ...). Arrays/vectors and hashes in the argument l
p-keys	function	aggregate-builtin	(collection)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl keys function - also resets the each() iterator
p-kill	function	process	(signal &rest pids)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl kill SIGNAL, LIST - send SIGNAL to each PID. SIGNAL may be a number or a name ("TERM", "SIGKILL", "KILL", ...). Returns the count of processes successfully
p-kv-aslice	function	elements	(arr &rest indices)	insensitive	num	none	yes	no	no	none		Perl KV array slice %arr[indices] - returns vector of (index, value) pairs. Handles individual indices, lists, and vectors (e.g. from range operator). Repeated 
p-kv-hslice	function	elements	(hash &rest keys)	insensitive	str	none	yes	no	no	none		Perl KV hash slice %hash{keys} - returns vector of key-value pairs. Handles individual keys, lists, and vectors (from range operator). Strings are vectors in CL
p-last	macro	control-flow	(&optional label)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl last (break) - optionally with label to exit specific loop. Labeled form uses throw so it works across function calls (like p-next/p-redo).
p-last-dynamic	function	control-flow	(label-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Dynamic (cross-function) labeled last: throws to LAST-<LABEL> catch tag. Used e.g. by p-skip to implement Test::More's skip() which calls (last SKIP).
p-lc	function	string	(str)	insensitive	str	none	no	no	no	none		Perl lc - lowercase
p-lcfirst	function	string	(str)	insensitive	str	none	no	no	no	none		Perl lcfirst - lowercase first character
p-length	function	string	(val)	insensitive	str	none	no	no	no	none		Perl length function - returns undef for undef input. Stringifies via to-string on the original (boxed) value so that a blessed object's overloaded '' handler f
p-let	macro	declaration	(bindings &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		THE DECLARATION FORM of a perl `my' (task #1035, s466; docs/ir-spec.md §2b.2a): (p-let ((NAME CLASS INIT . FACTS) ...) BODY...) binds each NAME to INIT exactly 
p-link	function	file-ops	(old new)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl link OLD, NEW — create a hard link. Returns 1 on success, '' on failure.
p-list-=	macro	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		List destructuring assignment: (p-list-= (vector $a $b) expr). Each LHS element gets assigned from corresponding RHS position. Handles undef skip markers, array
p-list-ctx	macro	context-frame	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Evaluate BODY in Perl LIST context.
p-list-scalar	function	elements	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		A list/slice evaluated in scalar context yields its LAST element (undef if empty) — the comma-operator semantics. This differs from an array variable in scalar 
p-list-x	function	aggregate-builtin	(list-val count)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl list repetition operator (x) for parenthesized expressions. Repeats the list N times: (1,2,3) x 2 -> (1,2,3,1,2,3). Flattens nested arrays: (@x) x 2 where 
p-listen	macro	socket	(fh queue)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl listen — bareword filehandle is auto-quoted.
p-literal-string	function	string	(&rest parts)	insensitive	none	none	no	no	no	none		A STRING LITERAL the emitted CL source cannot hold verbatim. Each part is either a PIECE of the string, or a CODE POINT as an INTEGER — a surrogate (U+D800-DFFF
p-load-extension	function	extension	(name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-local-array-elem	macro	dynamic-scope	(arr-var idx-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Save/restore one array element. Like Perl's local $arr[N]. For existing elements: installs a fresh undef box (isolates body from saved box). For non-existing el
p-local-array-elem-init	macro	dynamic-scope	(arr-var idx-form init-form &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Like p-local-array-elem but evaluates init-form BEFORE installing fresh box. Used for local($a[N]) = EXPR where EXPR might read the same element.
